api,section,endpoint,block,parameter,value_type,required,props,max,description,doc_url
messaging-api,Message objects,Flex Message,Component,gravity,String,false,optional,,"Alignment style in vertical direction. The default value is top. For more information, see Alignment in vertical direction in the Messaging API documentation.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,wrap,Boolean,false,optional,,"true to wrap text. The default value is false. If set to true, you can use a new line character (n) to begin on a new line. For more information, see Wrapping text in the Messaging API documentation.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,lineSpacing,String,false,optional,,"Line spacing in a wrapping text. Specify a positive integer or decimal number that ends in px. The lineSpacing property doesn't apply to the top of the start line and the bottom of the last line. For more information, see Increase the line spacing in a text in the Messaging API documentation. This property is supported on the following version of LINE: - LINE for iOS and Android: 11.22.0 or later - LINE for macOS and Windows: 7.7.0 or later",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,maxLines,Number,false,optional,,"Max number of lines. If the text exceeds the specified number of lines, the last line will end in an ellipsis (…). If set to 0, entire text is displayed. The default value is 0.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,weight,String,false,optional,,Font weight. You can specify one of the following values: regular or bold. Specifying bold makes the font bold. The default value is regular.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,color,String,false,optional,,Font color. Use a hexadecimal color code.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,action,Object,false,optional,,Action performed when this image is tapped. Specify an action object.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,style,String,false,optional,,Style of the text. Specify one of these values: - normal: Normal - italic: Italic The default value is normal.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,decoration,String,false,optional,,Decoration of the text. Specify one of these values: - none: No decoration - underline: Underline - line-through: Strikethrough The default value is none.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,type,String,true,required,,span,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,text,String,false,optional,,"Text. If the wrap property of the parent text is set to true, you can use a new line character (n) to begin on a new line.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,color,String,false,optional,,Font color. Use a hexadecimal color code.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,size,String,false,optional,,"Font size. For more information, see Icon, text, and span size in the Messaging API documentation.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,weight,String,false,optional,,Font weight. You can specify one of the following values: regular or bold. Specifying bold makes the font bold. The default value is regular.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,style,String,false,optional,,Style of the text. Specify one of these values: - normal: Normal - italic: Italic The default value is normal.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,decoration,String,false,optional,,Decoration of the text. Specify one of these values: - none: No decoration - underline: Underline - line-through: Strikethrough The default value is none. Note The decoration set in the decoration property of the text cannot be overwritten by the decoration property of the span.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,type,String,true,required,,separator,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,margin,String,false,optional,,"The minimum amount of space to include before this component in its parent container. For more information, see margin property of components in the Messaging API documentation.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,color,String,false,optional,,Color of the separator. Use a hexadecimal color code.,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,type,String,true,required,,filler,https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Message objects,Flex Message,Component,flex,Number,false,optional,,"The ratio of the width or height of this component within the parent box. For more information, see Component size in the Messaging API documentation.",https://developers.line.biz/en/reference/messaging-api/#flex-message
messaging-api,Action objects,Postback action,,type,String,true,required,,postback,https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Postback action,,label,String,false,"annotation=""See description""",,"Label for the action. The specification depends on which object the action is set to. For more information, see Specifications of the label.",https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Postback action,,data,String,true,required,300,String returned via webhook in the postback.data property of the postback event Max character limit: 300,https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Postback action,,displayText,String,false,optional,300,Text displayed on the LINE chat screen as a message sent by the user when the action is performed. Max character limit: 300 The displayText and text properties can't both be used at the same time.,https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Postback action,,text,String,false,optional,300,【Deprecated】 Text displayed on the LINE chat screen as a message sent by the user when the action is performed. Returned from the server through a webhook. This property shouldn't be used with quick reply buttons. Max character limit: 300 The displayText and text properties cannot both be used at the same time.,https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Postback action,,inputOption,String,false,optional,,The display method of such as rich menu based on user action. Specify one of the following values: - closeRichMenu: Close rich menu - openRichMenu: Open rich menu - openKeyboard: Open keyboard - openVoice: Open voice message input mode This property is available on LINE version 12.6.0 or later for iOS or Android.,https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Postback action,,fillInText,String,false,"annotation=""See description""",300,String to be pre-filled in the input field when the keyboard is opened. Valid only when the inputOption property is set to openKeyboard. The string can be broken by a newline character (n). Max character limit: 300 This property is available on LINE version 12.6.0 or later for iOS or Android.,https://developers.line.biz/en/reference/messaging-api/#postback-action
messaging-api,Action objects,Message action,,type,String,true,required,,message,https://developers.line.biz/en/reference/messaging-api/#message-action
messaging-api,Action objects,Message action,,label,String,false,"annotation=""See description""",,"Label for the action. The specification depends on which object the action is set to. For more information, see Specifications of the label.",https://developers.line.biz/en/reference/messaging-api/#message-action
messaging-api,Action objects,Message action,,text,String,true,required,300,Text sent when the action is performed Max character limit: 300,https://developers.line.biz/en/reference/messaging-api/#message-action
messaging-api,Action objects,URI action,,type,String,true,required,,uri,https://developers.line.biz/en/reference/messaging-api/#uri-action
messaging-api,Action objects,URI action,,label,String,false,"annotation=""See description""",,"Label for the action. The specification depends on which object the action is set to. For more information, see Specifications of the label.",https://developers.line.biz/en/reference/messaging-api/#uri-action
messaging-api,Action objects,URI action,,uri,String,true,required,1000,"URI opened when the action is performed (Max character limit: 1000) The available schemes are http, https, line, and tel. For more information about the LINE URL scheme, see Use LINE features with the LINE URL scheme. The URI should be percent-encoded using UTF-8. For more information, see About the encoding of a URL specified in a request body property.",https://developers.line.biz/en/reference/messaging-api/#uri-action
messaging-api,Action objects,URI action,,altUri.desktop,String,false,optional,1000,"URI opened on LINE for macOS and Windows when the action is performed (Max character limit: 1000) If the altUri.desktop property is set, the uri property is ignored on LINE for macOS and Windows. The available schemes are http, https, line, and tel. For more information about the LINE URL scheme, see Use LINE features with the LINE URL scheme. The URI should be percent-encoded using UTF-8. For more information, see About the encoding of a URL specified in a request body property. Note The altUri.desktop is supported when you set URI actions in Flex Messages, but it doesn't work in quick reply.",https://developers.line.biz/en/reference/messaging-api/#uri-action
messaging-api,Action objects,Datetime picker action,,type,String,true,required,,datetimepicker,https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Datetime picker action,,label,String,false,"annotation=""See description""",,"Label for the action. The specification depends on which object the action is set to. For more information, see Specifications of the label.",https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Datetime picker action,,data,String,true,required,300,String returned via webhook in the postback.data property of the postback event Max character limit: 300,https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Datetime picker action,,mode,String,true,required,,Action mode date: Pick date time: Pick time datetime: Pick date and time,https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Datetime picker action,,initial,String,false,optional,,Initial value of date or time,https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Datetime picker action,,max,String,false,optional,,Largest date or time value that can be selected. Must be greater than the min value.,https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Datetime picker action,,min,String,false,optional,,Smallest date or time value that can be selected. Must be less than the max value.,https://developers.line.biz/en/reference/messaging-api/#datetime-picker-action
messaging-api,Action objects,Camera action,,type,String,true,required,,camera,https://developers.line.biz/en/reference/messaging-api/#camera-action
messaging-api,Action objects,Camera action,,label,String,true,required,20,Label for the action Max character limit: 20,https://developers.line.biz/en/reference/messaging-api/#camera-action
messaging-api,Action objects,Camera roll action,,type,String,true,required,,cameraRoll,https://developers.line.biz/en/reference/messaging-api/#camera-roll-action
messaging-api,Action objects,Camera roll action,,label,String,true,required,20,Label for the action Max character limit: 20,https://developers.line.biz/en/reference/messaging-api/#camera-roll-action
messaging-api,Action objects,Location action,,type,String,true,required,,location,https://developers.line.biz/en/reference/messaging-api/#location-action
messaging-api,Action objects,Location action,,label,String,true,required,20,Label for the action Max character limit: 20,https://developers.line.biz/en/reference/messaging-api/#location-action
messaging-api,Action objects,Rich menu switch action,,type,String,true,required,,richmenuswitch,https://developers.line.biz/en/reference/messaging-api/#rich-menu-switch-action
messaging-api,Action objects,Rich menu switch action,,label,String,false,optional,20,Action label. Optional for rich menus. Read when the user's device accessibility feature is enabled. - Max character limit: 20,https://developers.line.biz/en/reference/messaging-api/#rich-menu-switch-action
messaging-api,Action objects,Rich menu switch action,,richMenuAliasId,String,true,required,,Rich menu alias ID to switch to.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-switch-action
messaging-api,Action objects,Rich menu switch action,,data,String,true,required,300,String returned by the postback.data property of the postback event via a webhook - Max character limit: 300,https://developers.line.biz/en/reference/messaging-api/#rich-menu-switch-action
messaging-api,Action objects,Clipboard action,,type,String,true,required,,clipboard,https://developers.line.biz/en/reference/messaging-api/#clipboard-action
messaging-api,Action objects,Clipboard action,,label,String,false,"annotation=""See description""",,"Label for the action. The specification depends on which object the action is set to. For more information, see Specifications of the label.",https://developers.line.biz/en/reference/messaging-api/#clipboard-action
messaging-api,Action objects,Clipboard action,,clipboardText,String,true,required,1000,Text that is copied to the clipboard - Max character limit: 1000,https://developers.line.biz/en/reference/messaging-api/#clipboard-action
messaging-api,Rich menu structure,Rich menu object,,size,Object,true,required,,"size object which contains the width and height of the rich menu displayed in the chat. The width of the rich menu image must be between 800px and 2500px. The height must be at least 250px. However, the aspect ratio (width / height) must be at least 1.45.",https://developers.line.biz/en/reference/messaging-api/#rich-menu-object
messaging-api,Rich menu structure,Rich menu object,,selected,Boolean,true,required,,"true to display the rich menu by default. Otherwise, false.",https://developers.line.biz/en/reference/messaging-api/#rich-menu-object
messaging-api,Rich menu structure,Rich menu object,,name,String,true,required,300,Name of the rich menu. This value can be used to help manage your rich menus and is not displayed to users. Max character limit: 300,https://developers.line.biz/en/reference/messaging-api/#rich-menu-object
messaging-api,Rich menu structure,Rich menu object,,chatBarText,String,true,required,14,Text displayed in the chat bar Max character limit: 14,https://developers.line.biz/en/reference/messaging-api/#rich-menu-object
messaging-api,Rich menu structure,Rich menu object,,areas,Array,true,required,20,Array of area objects which define the coordinates and size of tappable areas Max: 20 area objects,https://developers.line.biz/en/reference/messaging-api/#rich-menu-object
messaging-api,Rich menu structure,Rich menu response object,,richMenuId,String,,,,ID of a rich menu,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,,size,Object,,,,"size object which contains the width and height of the rich menu displayed in the chat. The width of the rich menu image must be between 800px and 2500px. The height must be at least 250px. However, the aspect ratio (width / height) must be at least 1.45.",https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,,selected,Boolean,,,,"true to display the rich menu by default. Otherwise, false.",https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,,name,String,,,300,Name of the rich menu. This value can be used to help manage your rich menus and is not displayed to users. Max character limit: 300,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,,chatBarText,String,,,14,Text displayed in the chat bar Max character limit: 14,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,,areas,Array,,,20,Array of area objects which define the coordinates and size of tappable areas Max: 20 area objects,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,`size` object,width,Number,true,required,,"Width of the rich menu. The width of the rich menu image must be between 800 and 2500. However, the aspect ratio (width / height) must be at least 1.45.",https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,`size` object,height,Number,true,required,,"Height of the rich menu. The height must be at least 250. However, the aspect ratio (width / height) must be at least 1.45.",https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,Area object,bounds,Object,true,required,,Object describing the boundaries of the area in pixels. See bounds object.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,Area object,action,Object,true,required,,Action performed when the area is tapped. See action objects.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,Area object,x,Number,true,required,,Horizontal position of the top-left corner of the tappable area relative to the left edge of the image. Value must be 0 or higher.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,Area object,y,Number,true,required,,Vertical position of the top-left corner of the tappable area relative to the left edge of the image. Value must be 0 or higher.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,Area object,width,Number,true,required,,Width of the tappable area.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
messaging-api,Rich menu structure,Rich menu response object,Area object,height,Number,true,required,,Height of the tappable area.,https://developers.line.biz/en/reference/messaging-api/#rich-menu-response-object
line-login,OAuth,Issue access token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Request body,grant_type,String,true,required,,authorization_code,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Request body,code,String,true,required,,Authorization code received from the LINE Platform,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Request body,redirect_uri,String,true,required,,Same value as redirect_uri specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Request body,client_id,String,true,required,,Channel ID. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Request body,client_secret,String,true,required,,Channel secret. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Request body,code_verifier,String,false,optional,,"A random 43-128 character string consisting of single-byte alphanumeric characters and symbols (e.g. wJKN8qz5t8SSI9lMFhBB6qwNkQBkuPZoCxzRhwLRUo1).<br><br>If your LINE Login implements PKCE, you can add this parameter to verify the validity of the code_verifier on the LINE Platform side before returning the access token.<br><br>For more information on how to implement PKCE, see Implement PKCE for LINE Login in the LINE Login documentation.",https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Response,access_token,String,,,,Access token. Valid for 30 days.,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Response,expires_in,Number,,,,Number of seconds until the access token expires.,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Response,id_token,String,,,,"JSON Web Token (JWT) with information about the user. This property is returned only if you requested the openid scope. For more information about ID tokens, see Get profile information from ID tokens.",https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Response,refresh_token,String,,,,"Token used to get a new access token (refresh token). Valid for 90 days after the access token is issued. For more information, see Refresh access token.",https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Response,scope,String,,,,"Permissions granted to the access token. For more information on scopes, see Scopes. Even if the email permission is granted, the scope property doesn't include email.",https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Issue access token,Response,token_type,String,,,,Bearer,https://developers.line.biz/en/reference/line-login/#issue-access-token
line-login,OAuth,Verify access token validity,Query parameters,access_token,Access token,true,required,,,https://developers.line.biz/en/reference/line-login/#verify-access-token-validity
line-login,OAuth,Verify access token validity,Response,scope,String,,,,"Permissions granted to the access token. To learn more about scopes, see Scopes. Even if the email permission is granted, the scope property doesn't include email.",https://developers.line.biz/en/reference/line-login/#verify-access-token-validity
line-login,OAuth,Verify access token validity,Response,client_id,String,,,,Channel ID for which the access token is issued,https://developers.line.biz/en/reference/line-login/#verify-access-token-validity
line-login,OAuth,Verify access token validity,Response,expires_in,Number,,,,Number of seconds until the access token expires.,https://developers.line.biz/en/reference/line-login/#verify-access-token-validity
line-login,OAuth,Refresh access token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Request body,grant_type,String,true,required,,refresh_token,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Request body,refresh_token,String,true,required,,"The refresh token corresponding to the access token to be reissued. Valid for up to 90 days after the access token was issued. If the refresh token expires, you must prompt the user to log in again to generate a new access token.",https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Request body,client_id,String,true,required,,Channel ID. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Request body,client_secret,String,false,"annotation=""See description""",,Channel secret. Found in the LINE Developers Console. - Required for channels whose App types is only Web app. - Ignored for channels whose App types is Mobile app and Web app. - Ignored for channels whose App types is only Mobile app.,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Response,access_token,String,,,,Access token. Valid for 30 days.,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Response,token_type,String,,,,Bearer,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Response,refresh_token,String,,,,Refresh token you specified for the refresh_token property when requesting to reissue an access token. Getting a new access token won't extend the validity period of the refresh token.,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Response,expires_in,Number,,,,Validity period of the access token. Expressed in the remaining number of seconds to expiry from when the API was called.,https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Refresh access token,Response,scope,String,,,,"Permissions obtained through the access token. For more information on scopes, see Scopes. Even if the email permission is granted, the scope property doesn't include email.",https://developers.line.biz/en/reference/line-login/#refresh-access-token
line-login,OAuth,Revoke access token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login/#revoke-access-token
line-login,OAuth,Revoke access token,Request body,access_token,String,true,required,,Access token,https://developers.line.biz/en/reference/line-login/#revoke-access-token
line-login,OAuth,Revoke access token,Request body,client_id,String,true,required,,Channel ID. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login/#revoke-access-token
line-login,OAuth,Revoke access token,Request body,client_secret,String,false,"annotation=""See description""",,Channel secret. Found in the LINE Developers Console. - Required for channels whose App types is only Web app. - Ignored for channels whose App types is Mobile app and Web app. - Ignored for channels whose App types is only Mobile app.,https://developers.line.biz/en/reference/line-login/#revoke-access-token
line-login,OAuth,Deauthorize your app to which the user has granted permissions,Request headers,Authorization,Bearer {channel access token},true,required,,"The following types of channel access tokens are available: - Channel access token with a user-specified expiration (Channel access token v2.1) - Stateless channel access token For more information about how to issue channel access tokens, see Channel access token in the LINE Platform basics.",https://developers.line.biz/en/reference/line-login/#deauthorize-your-app-to-which-the-user-has-granted-permissions
line-login,OAuth,Deauthorize your app to which the user has granted permissions,Request body,userAccessToken,String,true,required,,Access token of the target user,https://developers.line.biz/en/reference/line-login/#deauthorize-your-app-to-which-the-user-has-granted-permissions
line-login,OAuth,Verify ID token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Request body,id_token,String,true,required,,ID token,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Request body,client_id,String,true,required,,Expected channel ID. Unique identifier for your channel issued by the LINE Platform. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Request body,nonce,String,false,optional,,Expected nonce value. Use the nonce value provided in the authorization request. Omit if the nonce value was not specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Request body,user_id,String,false,optional,,Expected user ID. Learn how to get the user ID from Get user profile.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,iss,String,,,,URL used to generate the ID token.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,sub,String,,,,User ID for which the ID token was generated.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,aud,String,,,,Channel ID,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,exp,Number,,,,The expiration time of the ID token in UNIX time (in seconds).,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,iat,Number,,,,Time when the ID token was generated in UNIX time (in seconds).,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,auth_time,Number,,,,Time the user was authenticated in UNIX time (in seconds). Not included if the max_age value wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,nonce,String,,,,The nonce value specified in the authorization URL. Not included if the nonce value wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,amr,Array of strings,,,,A list of authentication methods used by the user. Not included in the payload under certain conditions. One or more of: - pwd: Log in with email and password - lineautologin: LINE automatic login (including through LINE SDK) - lineqr: Log in with QR code - linesso: Log in with single sign-on - mfa: Log in with two-factor authentication,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,name,String,,,,User's display name. Not included if the profile scope wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,picture,String,,,,User's profile image URL. Not included if the profile scope wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Verify ID token,Response,email,String,,,,User's email address. Not included if the email scope wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#verify-id-token
line-login,OAuth,Get user information,Request headers,Authorization,Bearer {access token},true,required,,,https://developers.line.biz/en/reference/line-login/#get-user-information
line-login,OAuth,Get user information,Response,sub,String,,,,User ID,https://developers.line.biz/en/reference/line-login/#get-user-information
line-login,OAuth,Get user information,Response,name,String,,,,User's display name. Not included if the profile scope wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#get-user-information
line-login,OAuth,Get user information,Response,picture,String,,,,User's profile image URL. Not included if the profile scope wasn't specified in the authorization request.,https://developers.line.biz/en/reference/line-login/#get-user-information
line-login,Profile,Get user profile,Request headers,Authorization,Bearer {access token},true,required,,,https://developers.line.biz/en/reference/line-login/#get-user-profile
line-login,Profile,Get user profile,Response,userId,String,,,,User ID,https://developers.line.biz/en/reference/line-login/#get-user-profile
line-login,Profile,Get user profile,Response,displayName,String,,,,User's display name,https://developers.line.biz/en/reference/line-login/#get-user-profile
line-login,Profile,Get user profile,Response,pictureUrl,String,,,,Profile image URL. This is an HTTPS URL. It's only included in the response if the user has set a profile image. Profile image thumbnails: You can get a thumbnail version of a user's profile image by appending any of the following suffixes to their profile image URL. | Suffix | Thumbnail size | | -------- | -------------- | | /large | 200 x 200 | | /small | 51 x 51 | e.g. https://profile.line-scdn.net/abcdefghijklmn/large,https://developers.line.biz/en/reference/line-login/#get-user-profile
line-login,Profile,Get user profile,Response,statusMessage,String,,,,User's status message. Not included in the response if the user doesn't have a status message.,https://developers.line.biz/en/reference/line-login/#get-user-profile
line-login,Friendship status,Get friendship status,Request headers,Authorization,Bearer {access token},true,required,,,https://developers.line.biz/en/reference/line-login/#get-friendship-status
line-login,Friendship status,Get friendship status,Response,friendFlag,Boolean,,,,"- true: The user has added the LINE Official Account as a friend and has not blocked it. - Otherwise, false.",https://developers.line.biz/en/reference/line-login/#get-friendship-status
line-login-v2,OAuth,Issue access token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Request body,grant_type,String,true,required,,authorization_code,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Request body,code,String,true,required,,Authorization code received from the LINE Platform,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Request body,redirect_uri,String,true,required,,Callback URL,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Request body,client_id,String,true,required,,Channel ID. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Request body,client_secret,String,true,required,,Channel secret. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Response,access_token,String,,,,Access token. Valid for 30 days.,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Response,expires_in,Number,,,,Number of seconds until the access token expires.,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Response,refresh_token,String,,,,"Token used to get a new access token (refresh token). Valid for up to 10 days after the access token expires. To learn more, see Refresh access token.",https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Response,scope,String,,,,Permissions granted to the access token. - P: You have permission to access the user's profile information.,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Issue access token,Response,token_type,String,,,,Bearer,https://developers.line.biz/en/reference/line-login-v2/#issue-access-token
line-login-v2,OAuth,Verify access token validity,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login-v2/#verify-access-token-validity
line-login-v2,OAuth,Verify access token validity,Request body,access_token,String,,,,Access token,https://developers.line.biz/en/reference/line-login-v2/#verify-access-token-validity
line-login-v2,OAuth,Verify access token validity,Response,scope,String,,,,Permissions granted to the access token. - P: You have permission to access the user's profile information.,https://developers.line.biz/en/reference/line-login-v2/#verify-access-token-validity
line-login-v2,OAuth,Verify access token validity,Response,client_id,String,,,,The channel ID for which the access token was issued.,https://developers.line.biz/en/reference/line-login-v2/#verify-access-token-validity
line-login-v2,OAuth,Verify access token validity,Response,expires_in,Number,,,,Number of seconds until the access token expires.,https://developers.line.biz/en/reference/line-login-v2/#verify-access-token-validity
line-login-v2,OAuth,Refresh access token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Request body,grant_type,String,,,,refresh_token,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
